t_wall,t_robotF_x,F_y,F_z,T_x,T_y,T_z
1700146415.4807725,3994.7219999999998,1.708935290713759,10.371318353225314,-23.423091432499497,0.004724544148482148,-0.0758819849736671,-0.00011596379759267542
1700146415.4842634,3994.7239999999997,1.6640031672296383,10.324959420654176,-23.314463097321855,0.003035502555528762,-0.07347361955978521,-0.0012210093838816165
1700146415.487744,3994.7279999999996,1.6902311566292962,10.282718097902887,-23.439694830027335,0.0038639530231559076,-0.07412508115743549,-0.0018337580519185302
1700146415.4913278,3994.732,1.7323781410142143,10.35053627035781,-23.446982036848922,0.005226716818106138,-0.07597423504277259,7.823089584873261e-05
1700146415.4948716,3994.736,1.6443375889543692,10.257278522602045,-23.458737678068825,-0.0002608872413772737,-0.07363008650874371,-0.002642080663650618
1700146415.498408,3994.738,1.6818521427581348,10.330194678127224,-23.30577157967022,0.0032920711856426832,-0.07396305416398452,-0.0008006915961573533
1700146415.5020332,3994.7419999999997,1.6069254157442645,10.23792133652658,-23.34552494190921,0.00039928178133909865,-0.07058577959639747,-0.001648315335662577
1700146415.505652,3994.7459999999996,1.6674178467663527,10.301348302519388,-23.345131146971866,0.0011769565271359547,-0.0731344435416395,-0.0010752887058225631
1700146415.5092432,3994.75,1.809127339591922,10.354972443674994,-23.24489275376353,0.0049257572581716215,-0.07663181294222053,-0.002332073595857671
1700146415.7425184,3994.982,1.677767665821474,10.285125742592713,-23.374554755698526,0.0015038106603475659,-0.07202572831373,-0.0012765769866405342
1700146415.746165,3994.986,1.6571406381095855,10.340700359167691,-23.311100080500598,0.002572424445669148,-0.07352303485392736,-0.0003534928128088676
1700146415.7498899,3994.99,1.665386691535297,10.36105878374669,-23.313134112780997,0.004039569158178886,-0.07227869626895622,-0.0007064124036513101
1700146415.7533407,3994.9939999999997,1.7368520267922163,10.364306239488025,-23.413741525704648,0.0029362139057718902,-0.074550665211463,0.0002899985542930261
1700146415.7567484,3994.9979999999996,1.7002011147325795,10.38206138107888,-23.467567060059356,0.004877631037776236,-0.07545644996652606,0.001170074422584886
1700146415.7603233,3995.0,1.7997428588769568,10.327819334593617,-23.329483322509212,0.004640390345391046,-0.07558730731293346,-0.0005809127285407591
1700146415.7638266,3995.004,1.6850714094003285,10.369690389635679,-23.344716422937505,0.004527672356943487,-0.07249562325324907,0.0005730272131902779
1700146415.7671921,3995.008,1.6684983443526562,10.313843591784474,-23.423146061148092,0.003265302224377181,-0.07361932797991962,0.0005264950572796624
1700146415.7706134,3995.0119999999997,1.8217141662127905,10.360033130526581,-23.441259084297013,0.0034257068474895327,-0.07797852122268706,-0.0017261842352083484
1700146415.7741535,3995.0139999999997,1.7478153674418726,10.38376313418576,-23.4166973870349,0.0042968464187069285,-0.07544864760898842,-0.0030759615054037686
1700146415.777883,3995.018,1.6316872157144398,10.284590969305489,-23.526284114936008,0.0010034562053629792,-0.07283435084550467,-0.0016635226808865765
1700146415.7813826,3995.022,1.8498923840102093,10.395894196976737,-23.36207349388648,0.0017222574232648162,-0.07850771721835342,0.00041599968877368453
1700146415.7970982,3995.038,1.724186965120607,10.387602141865418,-23.524403510470123,0.00571699694711281,-0.07463675451592769,0.0001798955022902032
1700146415.8007143,3995.042,1.6362492912908695,10.304631252358707,-23.343586006099073,0.0026156446433755094,-0.07305660476142604,0.001778739253250916
1700146415.8041937,3995.044,1.7519160055228853,10.336512968889606,-23.350687227647967,0.001977701812212302,-0.0755363846991665,-0.0022862376151531953
1700146415.8079402,3995.048,1.7908847027034607,10.35914411601,-23.51450653813964,0.00531934898077751,-0.07512966717408655,-0.0017620359233269502
1700146415.811554,3995.0519999999997,1.7436368353696339,10.38545746409705,-23.36995623006658,0.005504774169084677,-0.07639805022841732,-0.0009052277687734538
1700146415.814987,3995.056,1.65522028063429,10.289222009016932,-23.228558748658468,0.0003889105725107802,-0.07126895738240929,0.0005403207016889369
1700146415.8183677,3995.058,1.7954262510195003,10.374805696567986,-23.42559860185105,0.004978914431729208,-0.07842775666653146,0.00012717550499993032
1700146415.82176,3995.062,1.7428097168799317,10.377866180372678,-23.470307946335364,0.00526406355100721,-0.07516332291832956,-0.0016996907883349292
1700146415.828154,3995.0679999999998,1.7269200185565314,10.3243690474034,-23.479086009716504,0.003049117905214247,-0.07480977197161183,-0.0010300567469784582
1700146415.831658,3995.0719999999997,1.8076467436298527,10.303691625857425,-23.494790951720013,0.0019254756419542314,-0.07446203211607265,-0.001246576514366527
1700146415.8351638,3995.076,1.6944650179705107,10.315410325889022,-23.371189080568367,0.0037467368525098857,-0.07408822502718809,-0.0004770481571847279
1700146415.8594306,3995.1,1.6417963498623038,10.410548018079336,-23.536723420851494,0.006130976581294614,-0.07345666594960372,-7.230534452373946e-05
1700146415.8629868,3995.104,1.6808705912519644,10.317552083679484,-23.4924270646782,0.001535284047607717,-0.07316611976764685,0.0006042220695768114
1700146415.8664382,3995.1059999999998,1.6170751706418378,10.35270590036537,-23.453812622615263,0.004084666129935111,-0.07216958429330156,-0.0006017440631971609
1700146415.8698792,3995.1099999999997,1.8044669349007731,10.336847815073286,-23.431513791862837,0.0022809450283445233,-0.07536054861802907,-0.0004170554626656438
1700146415.8735316,3995.114,1.8722468811389434,10.43783481824405,-23.42482009305482,0.005442737519876766,-0.0771633760408295,-0.0006016979441245674
1700146415.8769913,3995.118,1.8149309896340646,10.367388117183769,-23.522485914152,0.004754851235747809,-0.07679468560759743,0.000393429559895266
1700146415.8804004,3995.12,1.6688275038484126,10.374888302904663,-23.528373096781205,0.0028174250223641276,-0.07304149216545854,-0.00099725130042615
1700146415.883796,3995.124,1.724461483941566,10.265281996010197,-23.41680039364336,0.0018103445354296028,-0.07445133516053107,-9.83657952327549e-05
1700146415.8927598,3995.134,1.7441164173268662,10.27995829151009,-23.521918417354893,0.0014007919601919613,-0.07504502115475303,-0.0007678277941228748
1700146415.8962536,3995.136,1.8540361368350682,10.377012063717336,-23.423403601378595,0.0046645264878007004,-0.0769726769568395,-0.0007073977950533264
1700146416.0791864,3995.3199999999997,1.7371580323450484,10.351771874998569,-23.338202196583733,0.0041475269581326395,-0.0721063636671876,-0.0009947419068867286
1700146416.0826857,3995.3239999999996,1.724278474782528,10.368575992809522,-23.440650541283762,0.004318175748160797,-0.0749686366625643,-0.0024463959998579235
1700146416.0860672,3995.326,1.7464122310937644,10.341859946999925,-23.252505614511044,0.002982006619808941,-0.07518162983089978,-0.002893196865741524
1700146416.089463,3995.33,1.640965111813455,10.256106571428345,-23.481534924072776,-0.0005467184625150754,-0.07127530629106234,-0.0006786588972372383
1700146416.092868,3995.334,1.7646790486702786,10.269597837795777,-23.33622674867407,0.001362483967269202,-0.072858914384083,-0.0013727370981127035
1700146416.0962722,3995.336,1.7182778148608795,10.414868693962097,-23.30349603208757,0.007197798641773801,-0.07612417522014167,-0.0011436947454217753
1700146416.0996647,3995.3399999999997,1.706972847604513,10.221427518365429,-23.46203222266476,-0.0021451867068824778,-0.07454728828673977,-0.0007691504493601277
1700146416.1032739,3995.3439999999996,1.6818294734612391,10.269611014090673,-23.19307994365176,0.0032350746600713566,-0.07534649802977267,-0.0006664672560971999
1700146416.1066654,3995.348,1.642783203499482,10.354170246802912,-23.44197599932932,0.0033897287408239754,-0.07299883268132946,0.0014169643047420967
1700146416.1099982,3995.35,1.7110529973416968,10.256154180893583,-23.42225379601943,0.0011178054359836226,-0.07450532708647938,-0.0013474772449889093
1700146416.113381,3995.354,1.7377726718625268,10.276389414255465,-23.421811425561973,-0.00020654826924557115,-0.07591228917244644,-0.000821553503243567
1700146416.1168,3995.3579999999997,1.8076015753462646,10.329783099957236,-23.48137442009172,0.004342581960057642,-0.07367441100560441,-0.0012578973107536333
1700146417.2566195,3996.4979999999996,1.750711270911855,10.206834213612845,-23.474774882108175,-0.0020303708160437973,-0.075795028411548,0.00011216323541046818
1700146417.2725346,3996.5119999999997,1.6211450457618417,10.330674414448135,-23.479261062947817,0.003318424465940518,-0.07167530537696504,-0.0014553194785968478
1700146417.2758498,3996.5159999999996,1.7028603724958264,10.42384270537864,-23.485970738080496,0.004053753519110061,-0.07545294621816272,-0.0008819385255875159
1700146417.2790995,3996.52,1.8213530705711727,10.331854225843347,-23.311302742746662,0.0020080980530116904,-0.07592276073918523,-0.0008655793166841793
1700146417.2822855,3996.522,1.730807703904184,10.228637806346553,-23.424514784040174,0.00029247890778630293,-0.07438941687006598,-0.0005222702427484717
1700146417.2855115,3996.526,1.7508278573832237,10.282462979483986,-23.425907446783437,0.0017355941804348544,-0.07386109089897513,0.00014134151741534978
1700146417.2887168,3996.5299999999997,1.7439307893493274,10.427604016894039,-23.428020113869792,0.006208772169178483,-0.0758144166782806,-0.0017134086222092722
1700146417.2918136,3996.5319999999997,1.7192306605755154,10.349446353734272,-23.335854658632783,0.002675949197560784,-0.07167652335277654,-0.00032646864950089746
1700146417.295126,3996.5359999999996,1.8569169079441799,10.285933365608784,-23.403060255407606,0.0014802451960385119,-0.07583582144950195,-0.002452321629095509
1700146417.2982576,3996.538,1.8366756490653715,10.415780698065557,-23.448449210752095,0.003874493842283067,-0.07474041530744015,-0.0004869183412959375
1700146417.3014615,3996.542,1.6542871346767862,10.316326759942616,-23.46688676126189,0.0032699110019474816,-0.07175780216327503,0.0005667214617498835
1700146417.3046093,3996.544,1.785381756556117,10.239648005636608,-23.52156147642344,0.0010100686012787755,-0.07603950395269705,-0.0015269634552116716
1700146417.3077352,3996.548,1.6369366105999883,10.389819511133283,-23.415392329243478,0.005707003069588266,-0.07177818612283765,-0.002301926945583414
1700146417.310915,3996.5519999999997,1.6668767635728268,10.240590876811,-23.382869490736244,-0.0019662310450257146,-0.07347614146465291,-0.0018042449532870292
1700146417.3141348,3996.5539999999996,1.8184629004171837,10.432466295588338,-23.31948077702299,0.0056950945594335745,-0.07575733138863344,-0.0010627418917576372
1700146417.7319243,3996.9719999999998,1.6749125303932098,10.383455697633707,-23.386318159009356,0.004220542974366384,-0.07380860745570014,-0.003144191554608639
1700146417.7352593,3996.9759999999997,1.6647689423301195,10.31366527814301,-23.476275024222055,0.002581813812158166,-0.07267343164087692,-0.0002570116832999656
1700146417.7385013,3996.9779999999996,1.6313845418209096,10.278375250854028,-23.39145522434286,0.0028245442074235675,-0.07241696305941633,0.0006706064950367238
1700146417.741772,3996.982,1.6393593141714382,10.329986624042801,-23.344530713488673,0.005362862348865463,-0.07184363762301486,-0.0017758361653645782
1700146417.765227,3997.006,1.6819635923854108,10.403214888093054,-23.460386078138995,0.005321349580528679,-0.07377762863220207,-0.0015105396540463745
1700146417.769033,3997.0099999999998,1.776466000424299,10.313486259960053,-23.42489275669301,0.001905998678478438,-0.07492810346182721,-0.002567301015554852
1700146417.7722337,3997.0119999999997,1.7010226450525832,10.36101399846928,-23.443156821988207,0.00576981233710647,-0.07327228668095694,-0.0011828477689369095
1700146417.775409,3997.0159999999996,1.696957987895206,10.330615551166472,-23.443432094871987,0.0025283745314297282,-0.07347199198008555,-0.0005350887727734183
1700146417.778579,3997.018,1.6193681314115114,10.352612787545656,-23.384743126257785,0.003428337926255647,-0.06967783548910812,-0.0002520000395179248
1700146417.7817519,3997.022,1.6432218822461466,10.373245217691538,-23.330003561052983,0.004081416697755293,-0.0707085210917038,-0.0019008375437000848
1700146417.7852004,3997.026,1.7473311798568232,10.30956220499398,-23.321846356340355,0.00041081922587822805,-0.07619057365772824,-0.000745127793646905
1700146417.8514402,3997.0919999999996,1.706262822745063,10.297887701557379,-23.506151629474726,0.0013190565101284463,-0.07292917977089015,-0.0011557487806957594
1700146417.8673928,3997.1079999999997,1.7049288630540367,10.346869294350327,-23.333536577227434,0.002297463662644019,-0.07285881616693031,-0.0012081371554556082
1700146417.8706644,3997.1099999999997,1.699862320264938,10.38560361982158,-23.4878439081386,0.003528575537483172,-0.07461140276715543,-0.0007900701767349888
1700146417.8738565,3997.114,1.7176912844485606,10.377305717339866,-23.320231028705624,0.005506952368627192,-0.07395018961506046,-0.000453458663340242
1700146417.8771715,3997.118,1.664019622175353,10.333541665144498,-23.422142185639636,0.003525619260789908,-0.0700087513807723,-0.0007657039948610054
1700146417.880374,3997.12,1.5409619738452918,10.299428767855746,-23.414781677682072,0.0018421886060224896,-0.0681510325950688,-0.0013617304513766394
1700146417.8835888,3997.124,1.7340406915360047,10.338482531949907,-23.518748404241606,0.003926380014106104,-0.07416718218013922,0.000993702188956825
1700146417.8871982,3997.1279999999997,1.6238223275211672,10.342934570415865,-23.325050588506933,0.0016780571185233992,-0.07273700378392695,-0.0003222704736488321
1700146417.901947,3997.142,1.6095916701059945,10.275912559308315,-23.37675862046437,0.0008969979549512257,-0.0713716828126841,-0.0005352704406630158
1700146417.9054682,3997.1459999999997,1.6933522827959475,10.287000496406359,-23.454818901016033,0.0018989974980710242,-0.07364596253465251,-0.0005420541731851675
1700146417.9086788,3997.1499999999996,1.641043835153371,10.303456740387857,-23.386371617417108,0.0012294884955116896,-0.07346746100394703,-0.0026601068392534148
1700146417.9120038,3997.152,1.7143699124065996,10.327090446679673,-23.45259731530113,0.0022152886954591305,-0.073756395692291,0.0006900708444746625
1700146417.9152048,3997.156,1.7178304971920542,10.304121000976462,-23.367041438652237,0.0022087466383330337,-0.07251454112686019,-0.0027957650409115805
1700146417.9185507,3997.158,1.6877235817374363,10.32994674263253,-23.33891007879663,0.003096008888129292,-0.07188922718689189,-0.0016731766559031486
1700146417.9218576,3997.162,1.6490788862182977,10.369117947489503,-23.554764562430634,0.006023584125161949,-0.0706699674807177,-0.00041796122938631485
1700146417.925116,3997.1659999999997,1.5840319045043487,10.295958598578096,-23.487863575332884,0.0026121118626567987,-0.07069986198800803,-0.0009882356589989972
1700146417.928326,3997.1679999999997,1.720138036940453,10.434210943014659,-23.409438583422258,0.006873780690577697,-0.0736484730784494,-0.0007676185999536037
1700146417.9315314,3997.172,1.7830631373375612,10.36588044766556,-23.396551924500987,0.003178280027362292,-0.07656704777418118,-0.0009746600024922821
1700146417.9351704,3997.176,1.8064906877844744,10.218063953333669,-23.428025989677362,-0.001830941638627553,-0.0774371316668502,-0.00294569120928812
1700146417.9384732,3997.178,1.7529720548806684,10.345699151374331,-23.363211104200012,0.003534295401127469,-0.07593765777023001,-0.0003359339989631298
1700146417.9527066,3997.194,1.714600108404645,10.432900047087486,-23.250500965189676,0.006483801948208196,-0.07576531957468279,-8.454706582535224e-05
1700146417.9560673,3997.196,1.6985517529466425,10.352312391888544,-23.306024030082604,0.002279511094834932,-0.07185048762074907,-0.0014795990687974595
1700146417.9593089,3997.2,1.7513983444693377,10.25502741722466,-23.43747035056236,0.0022637362384128625,-0.07523452163624754,-0.0029907977067092513
1700146417.9628263,3997.2039999999997,1.6000729304425967,10.345332902186192,-23.473988890471784,0.004684244987323383,-0.07176119867924266,-0.0016274399478608654
1700146417.9668024,3997.2079999999996,1.7342789085139556,10.412527343655352,-23.235141360717225,0.00438203965075185,-0.07260465456214564,-0.0007006071117616554
1700146417.9703434,3997.21,1.7248312736815,10.37751541134275,-23.28057311517359,0.006854563631197387,-0.07216023777047513,-0.0014444796645194894
1700146417.9737132,3997.214,1.5985538229164942,10.345189601490473,-23.358152776613988,0.004662638824274539,-0.0708102403118353,-0.0005834540610480087
1700146417.9770014,3997.218,1.7306951397980441,10.439863351367537,-23.314858739542117,0.007862517101555843,-0.07142630511006726,-0.000604003470600882
1700146417.9802275,3997.22,1.768040525284851,10.30672445452131,-23.45487237737865,0.006140782626217876,-0.07524653547393059,-0.0007834227945178341
1700146417.9834723,3997.2239999999997,1.641619493780229,10.2703392847323,-23.41714417046024,0.0012883428202130308,-0.0742941506468181,-0.0009678782451210489
1700146417.986745,3997.2279999999996,1.7074290070110858,10.350664856143922,-23.37940396816151,0.0034903734709726274,-0.07217379590664225,4.653766934696187e-05
1700146417.9899924,3997.23,1.763117074059186,10.293717401821366,-23.471651463078434,0.0027372585691447394,-0.07292867994875624,-0.0024121269282301426
1700146418.0339286,3997.274,1.7618292233156978,10.357427935069792,-23.384347413408285,0.0032372805591026404,-0.07563228276694622,0.00032015166682872767
1700146418.0377953,3997.278,1.677789318404304,10.36574074490845,-23.434581793521154,0.005383227037534682,-0.07191676343593979,-0.0010775933563375538
1700146418.0414443,3997.2819999999997,1.7159115851742128,10.174250105873236,-23.352451741418488,-0.0015587802253888819,-0.0727305166791708,-0.0017870927595405703
1700146418.0448847,3997.2859999999996,1.6763805002364383,10.325794712060715,-23.314425779786106,0.004711792288340756,-0.07185959555663242,-0.001163503172875918
1700146418.0483327,3997.288,1.739014827715736,10.314487515935527,-23.431963970849093,0.002928900281181592,-0.07422106651650648,-0.0031522093690265277
1700146418.0516012,3997.292,1.7596321637601116,10.218883776727804,-23.351045741317566,4.612721057761627e-05,-0.07550744440919929,-0.0015168093055190736
1700146418.0548754,3997.296,1.682973755340266,10.380948973063239,-23.202175950473915,0.004872327210989177,-0.07229164660047642,-0.000922323832721224
1700146418.058174,3997.298,1.7442505514024578,10.37399655453209,-23.19567820799742,0.00345699063852836,-0.07414981631075372,0.0009209263622737504
1700146418.061905,3997.3019999999997,1.632905728157289,10.295627699203688,-23.274620879580826,0.0030354977317613666,-0.07285681266211862,-0.0017944733383328552
1700146418.0652313,3997.306,1.6726587468140766,10.280819739912284,-23.307638825182973,0.0024794440371830673,-0.07335676020426504,-0.001349936527066396
1700146418.0685318,3997.308,1.8273983585549984,10.351256465169168,-23.343951865276637,0.0033966652078729373,-0.07602790796934879,-0.0024483184424688538
1700146418.0717788,3997.312,1.693038304463945,10.315737937300165,-23.221750094560267,0.003255600931880258,-0.07386658414982454,0.00013722860314114308
1700146418.0876095,3997.328,1.7045020046760904,10.247597926327455,-23.42712383996659,-0.000747663960834368,-0.07608792217195312,-0.0011801742575915824
1700146418.090983,3997.332,1.74156669034963,10.353379257685566,-23.48690889443819,0.002650080420645049,-0.07548285591667186,-0.0028359965988661467
1700146418.0945036,3997.334,1.7370908553625093,10.39685767358564,-23.391368016879838,0.00509979634926576,-0.07325656050378275,-0.002118087168546357
1700146418.0978281,3997.3379999999997,1.7161503718368594,10.298772328522878,-23.382334883101773,0.001948564352890538,-0.07145125933504465,-0.0016757522681348333
1700146418.101158,3997.3419999999996,1.6553575377848524,10.349117281701968,-23.347600336649695,0.003716610097726176,-0.07138421737954886,-0.0016907928721285998
1700146418.1044376,3997.3439999999996,1.7719278355769434,10.403295348668776,-23.253039590917883,0.005120732098775815,-0.07394912394973835,-0.0012567300206308306
1700146418.1077547,3997.348,1.6478483524649337,10.327529062486041,-23.272577970871126,0.004770330279024597,-0.07056535902945776,-0.0019028209654865357
1700146418.1110008,3997.352,1.6363780794146696,10.234736163428476,-23.45214781860301,0.00034445567711354966,-0.06916448495445163,-0.0011098322487143547
1700146418.1146834,3997.3559999999998,1.698255961196647,10.331513737644402,-23.31841118248067,0.005773392075934458,-0.07202149214373318,-0.0004961157804757735
1700146418.117996,3997.3579999999997,1.7107874787925965,10.408724242950518,-23.412760083905656,0.005425029867530192,-0.07170883388113822,-0.0017382525960504042
1700146418.121283,3997.3619999999996,1.6526820048320585,10.263683992798063,-23.274628730114724,0.0020633100666561676,-0.07450507713849219,-0.001099204480254466
1700146418.1245348,3997.364,1.7462235670152246,10.256815624331221,-23.403149732650142,0.0013383010110201315,-0.07515959492922326,-0.0008387664367106388
1700146418.1401293,3997.3799999999997,1.6365797147450865,10.452184476766478,-23.346161471033717,0.0071866815940587305,-0.07205643998698891,-7.721486697961903e-05
1700146418.14349,3997.384,1.6256499546701368,10.348545120544902,-23.326630033229463,0.00550050650844076,-0.07256216706014931,-0.0006334325380780367
1700146418.14677,3997.388,1.7578726206581077,10.3705254467784,-23.50300306466869,0.0054452449199084395,-0.0746164407073771,-0.0014922759817658068
1700146418.1502783,3997.39,1.6920688979840943,10.296626894052752,-23.311947601452275,0.0015354549481446484,-0.07272851471535197,-0.0004662405923528721
1700146418.15362,3997.394,1.5347468349827373,10.354362033340964,-23.396313273140706,0.0014561801565033273,-0.07174634076666869,-0.0002368599244674785
1700146418.1569545,3997.3979999999997,1.7356331831244864,10.357243442169528,-23.39513530707867,0.004641036356049222,-0.07336629665857568,-0.0006456442308319527
1700146418.160209,3997.3999999999996,1.6406466798750639,10.27636727481386,-23.386857503289352,0.0007864859055898074,-0.07344879163508042,-0.002669180666513239
1700146418.1635172,3997.404,1.7326155364833369,10.3711440743887,-23.422268825261654,0.006230349188224435,-0.07386203109307249,-0.0006673132690252195
1700146418.1667612,3997.408,1.741272558734632,10.326402603654836,-23.377327652723498,0.003042711234373926,-0.07270122258410583,-0.00029871819384112393
1700146418.1700377,3997.41,1.564755005558788,10.200432665371622,-23.476166250289424,0.0007173557851925418,-0.06885901546268099,-0.0017631500902808238
1700146418.1733341,3997.4139999999998,1.6758673794881207,10.377998510933308,-23.38646409265083,0.00418284104487846,-0.07269420947854316,-0.0006011939996264949
1700146418.176758,3997.4179999999997,1.6632121981654704,10.274856592852963,-23.450826166559683,0.0005398114644667613,-0.07182714840409582,0.001026097778749494
1700146418.2020698,3997.442,1.6534228130403843,10.258216602154228,-23.407703357370586,0.000933282297392454,-0.0724812619185459,-0.0023705475916900483
1700146418.2055233,3997.446,1.7351000388424294,10.294105052089446,-23.345974414467538,0.0014585886762563342,-0.07449907771801122,0.0001646621202322889
1700146418.2088335,3997.45,1.709258209580091,10.404906029967004,-23.37329752687955,0.005623987675780646,-0.07443116086256885,-0.001318111483872155
1700146418.212102,3997.4519999999998,1.680710449227635,10.352309009576974,-23.419894205780185,0.0028216911656457804,-0.07298556277947597,-0.002856569125084849
1700146418.2155945,3997.4559999999997,1.6357740930052407,10.359661984115974,-23.448900058096296,0.0040752914634524075,-0.0730034679809121,-0.0005117812098997333
1700146418.2190015,3997.46,1.6497057818586265,10.395244816726375,-23.367315350138558,0.0044191068671657905,-0.07184695246090568,-0.0006627874740434232
1700146418.22395,3997.464,1.5035682541782003,10.255626185401148,-23.52540750472363,0.0016351432745922141,-0.06673328719776511,-0.0011334978985227601
1700146418.2273648,3997.468,1.6426129419217297,10.273334633411352,-23.386757007627704,0.0014266651532474247,-0.07185933980320632,-0.0013985487918660815
1700146418.230694,3997.4719999999998,1.6829639378484664,10.212815959304816,-23.344832860466465,0.0026159794273930862,-0.07259884526951006,-0.0003203975203857273
1700146418.2340276,3997.4739999999997,1.7160711218311375,10.270251353394533,-23.468904676557347,0.0031124845846355726,-0.07397469644252663,-0.0017489027792922305
1700146418.2375355,3997.4779999999996,1.851390871476051,10.351976041430886,-23.468280371620768,0.0027998174203673915,-0.07614462020288841,-0.0007651875193351513
1700146418.2535403,3997.4939999999997,1.6511463981365286,10.261729555748376,-23.316760930816034,0.0007139635291870783,-0.0720124320396314,-0.0004609320883447402
1700146418.2569838,3997.4979999999996,1.784996453709071,10.23957422607631,-23.55817397592969,-0.0004233483920013221,-0.0740497644140887,-0.0003165643861736145
1700146418.2604265,3997.5,1.6812172591092363,10.343766583657938,-23.252967959665494,0.005239764978222559,-0.07508333062529567,0.0008425082371958198
1700146418.2638144,3997.504,1.7896318025783082,10.344274231053666,-23.355742708545094,0.005782887971865733,-0.07648277572651854,-0.001486822981904598
1700146418.267263,3997.508,1.809191075583527,10.357073578004119,-23.432950158202743,0.0039430753642034745,-0.07457996941660817,-0.0006661972609397949
1700146418.2707794,3997.5119999999997,1.7885777574973796,10.166850704651042,-23.398917498815965,-0.0023941900115305296,-0.07488363263776697,-0.002204291594017522
1700146418.2741144,3997.5139999999997,1.7201848417809371,10.329518791870811,-23.495885993192555,0.0037534472731748742,-0.0730874016563505,-0.0017309231291862267
1700146418.277434,3997.518,1.7516513129771414,10.284652775045602,-23.26969678596046,0.0019495197758678763,-0.07218039923180655,-0.0022578092481992823
1700146418.2807102,3997.522,1.7251669207285265,10.2798780892063,-23.400473105769326,0.0033276478815720606,-0.07369523655666403,-0.00014296492225467756
1700146418.2839825,3997.524,1.7858244757350439,10.276387853509915,-23.40768311576803,0.0025567639226948455,-0.0748313802664635,-0.00259971012728023
1700146418.2872796,3997.528,1.712896605607461,10.289714827893292,-23.38925324479122,0.0017306391373747127,-0.07533073508052111,-0.0003443529288374902
1700146418.2905788,3997.5319999999997,1.6998649804297696,10.260418990737191,-23.469839413459802,0.001329923490331561,-0.0729452023219375,-0.0013860780258630042
1700146418.3067114,3997.548,1.7814911134649742,10.339679296651672,-23.341570536991725,0.003886133225311765,-0.07570451879387076,-0.0022306437463925784
1700146418.3101704,3997.5499999999997,1.7376655091547888,10.318975973675613,-23.411071896887492,0.003364871373018419,-0.07562671816357168,0.00016928426713428785
1700146418.3134952,3997.5539999999996,1.7262718862153306,10.33786067252098,-23.47908556069555,0.0036149127192362583,-0.07342493784769177,-0.002199016141132122
1700146418.3168445,3997.558,1.7525691762489415,10.366403601085167,-23.439989106707728,0.005522124149695127,-0.07541343870739013,-0.0016266929058317728
1700146418.3201735,3997.56,1.6843748737968407,10.381511375535874,-23.581975216160455,0.005181549605207808,-0.07081307471620897,-0.0001300435528924503
1700146418.3235645,3997.564,1.8175804643129831,10.327910740215406,-23.346170828591625,0.0031388410878036782,-0.07774554663374006,-0.0006960230396242898
1700146418.3282,3997.5679999999998,1.7426274077976944,10.352476635422352,-23.2523106240557,0.005589423843428364,-0.0755103508518666,-0.0005497840956740832
1700146418.3314884,3997.5719999999997,1.7116547798425783,10.313307841628237,-23.286791462595392,0.0038528056439612987,-0.07288297065686698,0.0008926110091226124
1700146418.3348496,3997.576,1.6248089305962727,10.329608665708795,-23.23986288829229,0.0025156204717665105,-0.07283625612032926,0.00019789298711494373
1700146418.3410327,3997.582,1.7344827268314265,10.299586320567432,-23.402095235821058,0.0017305985996069727,-0.07295850853696953,-0.0002612297337034558
