t_wall [s],X0 [uT],Y0 [uT],Z0 [uT],X1 [uT],Y1 [uT],Z1 [uT],X2 [uT],Y2 [uT],Z2 [uT],X3 [uT],Y3 [uT],Z3 [uT]
1702919610.6695738,-149.54999999999998,-154.04999999999998,-27.346,-162.75,-139.04999999999998,-340.736,-121.35,-127.19999999999999,-273.46,-140.25,-159.6,-317.02,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.684148,-150.6,-150.45,-22.022,-161.85,-140.7,-343.64,-123.89999999999999,-129.0,-276.122,-140.1,-160.79999999999998,-312.664,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.6921659,-153.0,-150.9,-24.926,-161.7,-137.4,-342.43,-120.0,-127.64999999999999,-278.784,-141.75,-158.25,-319.682,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.7035184,-149.25,-152.54999999999998,-23.474,-161.4,-144.0,-339.526,-119.39999999999999,-128.1,-276.364,-143.1,-156.45,-318.472,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.7149613,-151.65,-154.65,-22.506,-159.0,-138.75,-343.156,-125.1,-127.64999999999999,-273.944,-141.15,-160.04999999999998,-319.198,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.726344,-153.0,-150.45,-24.442,-161.7,-139.5,-340.49399999999997,-120.6,-129.45,-275.154,-139.65,-160.35,-313.632,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.7491226,-148.95,-153.9,-25.168,-159.29999999999998,-141.75,-340.01,-119.69999999999999,-129.29999999999998,-269.83,-139.95,-160.95,-315.32599999999996,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.750466,-151.79999999999998,-150.29999999999998,-24.442,-158.7,-141.0,-340.736,-123.75,-127.5,-271.282,-138.9,-159.29999999999998,-312.42199999999997,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.7605727,-148.35,-152.1,-23.474,-161.25,-141.45,-338.074,-120.3,-130.79999999999998,-271.766,-143.4,-157.95,-319.198,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.7718413,-146.85,-154.95,-22.022,-160.79999999999998,-140.85,-344.12399999999997,-121.8,-126.3,-273.218,-138.9,-161.4,-315.81,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.7832065,-150.6,-148.35,-22.747999999999998,-160.65,-141.6,-338.074,-118.5,-130.04999999999998,-274.67,-142.2,-159.45,-315.32599999999996,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.9302747,-151.65,-153.6,-23.232,-161.4,-140.25,-342.67199999999997,-120.6,-128.1,-278.542,-139.65,-161.85,-316.536,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.9315825,-151.79999999999998,-155.1,-26.862,-161.1,-142.35,-341.94599999999997,-120.6,-128.25,-271.282,-139.2,-156.9,-315.81,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.9326396,-151.79999999999998,-154.35,-24.442,-161.7,-141.15,-342.914,-121.64999999999999,-129.29999999999998,-272.734,-141.0,-160.35,-311.69599999999997,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.9339325,-150.6,-152.1,-20.811999999999998,-162.0,-140.1,-340.49399999999997,-120.89999999999999,-130.79999999999998,-278.058,-140.1,-162.9,-315.32599999999996,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.9349995,-151.5,-154.95,-23.232,-161.54999999999998,-138.29999999999998,-343.156,-121.64999999999999,-125.25,-272.008,-140.1,-161.54999999999998,-310.96999999999997,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.9359953,-154.04999999999998,-153.6,-24.442,-163.95,-141.75,-344.12399999999997,-120.6,-127.19999999999999,-273.702,-140.25,-157.65,-314.59999999999997,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.9370265,-147.75,-153.0,-23.716,-157.79999999999998,-142.2,-340.736,-120.3,-125.85,-272.976,-143.4,-158.54999999999998,-316.77799999999996,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.9384003,-149.1,-152.1,-25.894,-160.65,-143.54999999999998,-337.59,-119.39999999999999,-126.44999999999999,-278.784,-141.6,-158.7,-316.77799999999996,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.9399703,-150.29999999999998,-153.15,-22.506,-161.7,-140.54999999999998,-336.864,-117.75,-129.9,-274.186,-140.85,-157.2,-310.002,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.9416394,-148.65,-151.79999999999998,-27.588,-161.85,-141.9,-344.366,-121.5,-127.35,-271.03999999999996,-142.04999999999998,-159.15,-308.066,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.94349,-148.79999999999998,-153.0,-26.378,-161.54999999999998,-141.0,-336.38,-120.3,-129.29999999999998,-272.976,-142.2,-161.7,-315.568,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.9451807,-154.35,-153.45,-24.926,-159.45,-140.54999999999998,-338.8,-123.75,-127.35,-276.122,-144.29999999999998,-159.6,-310.002,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.968828,-152.25,-152.54999999999998,-22.022,-161.4,-141.29999999999998,-340.736,-118.64999999999999,-127.94999999999999,-269.104,-139.04999999999998,-160.65,-311.454,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.9703243,-154.04999999999998,-151.35,-21.78,-163.04999999999998,-139.2,-341.94599999999997,-118.19999999999999,-128.7,-269.58799999999997,-139.79999999999998,-161.25,-315.81,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.9715827,-152.85,-152.7,-24.683999999999997,-160.79999999999998,-142.35,-337.106,-121.64999999999999,-127.64999999999999,-269.83,-140.7,-156.45,-316.05199999999996,0,0,0,0,0,0,0,0,0,0,0,0
1702919610.973011,-150.45,-155.25,-26.862,-161.4,-141.15,-338.074,-120.89999999999999,-129.6,-269.83,-143.7,-160.95,-314.116,0,0,0,0,0,0,0,0,0,0,0,0
