t_wall [s],X0 [uT],Y0 [uT],Z0 [uT],X1 [uT],Y1 [uT],Z1 [uT],X2 [uT],Y2 [uT],Z2 [uT],X3 [uT],Y3 [uT],Z3 [uT]
1702925430.016906,-172.04999999999998,-160.35,-83.24799999999999,-118.8,-123.89999999999999,-259.908,-84.75,-147.45,-241.03199999999998,-37.8,-180.6,-96.55799999999999,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.030806,-168.29999999999998,-160.95,-89.782,-120.44999999999999,-124.35,-258.214,-81.14999999999999,-148.2,-241.274,-39.9,-178.2,-93.41199999999999,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.0396912,-170.7,-161.7,-83.732,-117.75,-124.19999999999999,-259.908,-84.45,-147.75,-237.16,-36.6,-178.2,-90.508,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.0511463,-169.5,-161.25,-87.846,-117.14999999999999,-123.6,-258.94,-83.55,-148.2,-235.224,-37.65,-177.9,-97.526,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.0625007,-170.7,-162.29999999999998,-88.572,-114.75,-125.25,-257.73,-81.0,-146.4,-237.402,-40.199999999999996,-176.85,-94.622,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.073816,-169.04999999999998,-159.0,-88.33,-119.55,-123.0,-258.94,-83.7,-149.1,-239.338,-39.6,-176.85,-93.654,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.0879498,-173.4,-161.25,-86.636,-119.85,-124.64999999999999,-261.118,-82.2,-149.25,-235.46599999999998,-40.05,-179.54999999999998,-92.444,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.0966055,-171.29999999999998,-157.79999999999998,-83.49,-117.44999999999999,-125.85,-259.666,-82.8,-147.15,-235.95,-39.449999999999996,-177.15,-90.75,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.1079943,-172.2,-162.6,-91.476,-120.89999999999999,-120.6,-261.118,-83.7,-149.7,-235.708,-38.55,-176.85,-90.99199999999999,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.119395,-169.95,-160.5,-89.056,-118.8,-125.1,-261.602,-82.8,-145.79999999999998,-235.708,-38.25,-181.5,-91.96,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.130715,-169.35,-161.85,-89.298,-115.8,-124.94999999999999,-258.94,-84.14999999999999,-147.6,-237.644,-38.4,-178.35,-92.202,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.1452653,-171.75,-161.85,-87.604,-118.35,-123.89999999999999,-257.246,-82.05,-146.54999999999998,-241.516,-40.5,-179.1,-90.75,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.1535094,-171.0,-161.1,-86.152,-116.1,-123.89999999999999,-259.182,-81.89999999999999,-147.29999999999998,-242.242,-39.75,-179.25,-93.41199999999999,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.1651833,-172.5,-160.2,-84.216,-116.69999999999999,-124.05,-261.118,-82.35,-146.7,-243.93599999999998,-38.699999999999996,-178.04999999999998,-94.13799999999999,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.1764212,-172.79999999999998,-164.4,-85.66799999999999,-119.69999999999999,-124.19999999999999,-263.296,-82.5,-145.04999999999998,-238.612,-39.15,-178.2,-96.55799999999999,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.1876357,-171.75,-158.7,-82.28,-117.0,-121.19999999999999,-262.086,-84.0,-146.25,-237.16,-42.3,-176.7,-101.398,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.1991544,-169.65,-162.6,-86.636,-117.44999999999999,-121.94999999999999,-262.086,-79.95,-149.54999999999998,-236.676,-40.5,-179.54999999999998,-92.444,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.210476,-168.45,-159.75,-83.24799999999999,-116.25,-125.55,-262.086,-83.7,-145.04999999999998,-237.644,-37.199999999999996,-178.2,-93.654,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.2220104,-170.85,-160.35,-89.782,-118.8,-124.05,-257.246,-80.25,-147.75,-239.096,-42.0,-178.5,-93.654,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.2332306,-169.65,-161.1,-86.152,-117.44999999999999,-127.05,-259.666,-83.25,-148.35,-238.85399999999998,-38.55,-180.15,-97.28399999999999,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.2447152,-168.9,-161.25,-85.184,-119.25,-123.3,-258.456,-83.7,-147.0,-236.918,-40.8,-178.2,-94.13799999999999,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.2559834,-169.79999999999998,-162.15,-86.878,-118.5,-120.75,-258.456,-83.85,-152.25,-234.982,-40.65,-177.0,-95.348,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.2673512,-169.35,-162.75,-88.33,-116.39999999999999,-123.75,-262.328,-83.55,-148.65,-241.274,-38.25,-178.35,-91.718,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.2785895,-169.95,-163.65,-84.942,-117.44999999999999,-122.55,-258.214,-81.14999999999999,-147.45,-237.886,-37.05,-178.5,-92.928,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.2899082,-171.6,-163.79999999999998,-89.298,-118.19999999999999,-125.1,-261.36,-82.8,-146.85,-238.85399999999998,-40.199999999999996,-178.79999999999998,-97.526,0,0,0,0,0,0,0,0,0,0,0,0
1702925430.3012054,-169.79999999999998,-161.85,-87.12,-115.94999999999999,-124.64999999999999,-261.844,-82.95,-147.45,-241.03199999999998,-40.05,-180.6,-93.654,0,0,0,0,0,0,0,0,0,0,0,0
