t_wall [s],t_robot [s],F_x [N],F_y [N],F_z [N],T_x [Nm],T_y [Nm],T_z [Nm]
1702926302.489622,20709.982,-0.017986256368372547,0.002556889105363262,0.029632851270327026,-0.000640622811336702,-0.0018338123130242942,0.0010993941446823914
1702926302.5232155,20710.016,-0.10814123701825727,-0.023667376508295798,0.0940391036639107,-0.0017126752360480495,-0.00027647235860235126,0.0006946067652421143
1702926302.52693,20710.018,-0.02142742828481365,-0.07487679134273434,-0.044161904009272626,-0.001041832567378673,-0.0011737550749880065,0.0015838716685047606
1702926302.5305047,20710.022,-0.021140374078212586,-0.03404181660619867,0.021176315468528835,-0.0007687960681978241,-0.0015140119482265652,0.0025099672868863737
1702926302.534198,20710.025999999998,0.09645862742384528,-0.045782138047303036,-0.04550645234379877,-0.002157512011594846,-0.000956132803491747,0.0020140052998946275
1702926302.537723,20710.03,-0.054084534086778234,0.06090497986225756,0.030391808616724678,0.0022909168556543586,-0.0010693851106330814,0.0025573394688954963
1702926302.5412784,20710.032,-0.10879936381279864,0.011462024473200888,-0.0092443738205392,0.00037393780550939716,0.0015073862445079502,0.0023874276353519994
1702926302.544836,20710.036,-0.06363069590336534,-0.018041621528333433,0.11901190119285188,-0.0026656639009557124,-0.0011562615939243568,0.0026014061359428777
1702926302.5483735,20710.04,0.04174862116524458,-0.045363094949520254,0.09351739794559492,-0.0010993874878166285,-0.002789391534029807,0.0020340821206365992
1702926302.5518966,20710.043999999998,0.008924152392556953,-0.07805232465764013,-0.11564449144913866,-0.004457550666044485,-0.0014531206325005483,0.002697128277118506
1702926302.5554318,20710.048,0.017682157737369784,0.051764587050464606,-0.042983852486574006,0.0005662041674291637,-0.0023614383577671757,0.002449354267908315
1702926302.5588963,20710.05,0.010892448743301803,-0.04746073107179508,-0.049150671204410655,-0.0018966321665359446,-0.001369034403742697,0.002009497925208396
1702926302.5782237,20710.07,-0.0026284627771799656,0.011585505966369035,0.05613618891976738,-0.0016481204971913522,-0.002687644698480891,0.0006308796960608017
1702926302.5820923,20710.074,0.023116633411639248,-0.008041552026091817,0.14716468410024441,-0.0018431030904784858,-0.0012636660845712008,0.002446650438761752
1702926302.5855558,20710.077999999998,-0.03415237956326267,-0.0855968599121729,0.022287577741490875,-0.006165615126684945,-0.0018600220904302852,0.0032382085310752695
1702926302.5891643,20710.079999999998,-0.012100403087791,0.008198412121454347,0.0008321841458901949,-0.002303903259007493,-0.0022320189674072443,0.0007803583511775978
1702926302.5928268,20710.084,0.011954556870860764,-0.021070766072978416,0.15556460180436862,-0.0008302550704898779,-0.0024720752786893648,0.0025876524108438604
1702926302.5965283,20710.088,0.042796874986930966,-0.06160039461182072,-0.0122868229673254,-0.003267062604258665,-0.0014323067816241074,0.002827420651537784
1702926302.600163,20710.092,-0.04126255924711693,0.09335372661987733,0.10448835363523239,0.0013632106142785706,-0.002199248662437174,0.0007592415375200321
1702926302.6037047,20710.095999999998,-0.04453117779358846,-0.01565162614162807,-0.054461543518150746,-0.0016884564980140103,-0.0001713397943453059,0.0026731331130449417
1702926302.6072779,20710.097999999998,0.05275670940061709,0.027393006978742203,-0.02663594536393077,-0.0007992613806679193,-0.002534788150048521,0.002623062217634123
1702926302.610833,20710.102,-0.039594480158563504,-0.054422294569808974,-0.07490408953071283,-0.004102078486012601,0.0006830142157861893,0.0022848036947327047
1702926302.617597,20710.11,-0.03681060796289913,-0.04173427615232085,-0.0026539235735581665,-0.003199626695098223,-0.0016477773565074791,0.003729936572587405
1702926303.0595367,20710.552,0.015434057143411855,-0.06473844016945915,-0.11342710246106169,-0.002828464041330606,-0.0002900394203208562,0.0016087282127077213
1702926303.0636203,20710.556,-0.011221000768922145,0.024776540684026255,-0.04984850180760113,0.0002311688863696634,-3.545799590187407e-05,0.001292202125504676
1702926303.0678566,20710.559999999998,0.025735252691114797,-0.013022277762991688,0.054315635199145916,-0.0008773454029177887,-0.0021868825689420677,0.0016874759986278199
1702926303.071786,20710.564,-0.05834753643840713,0.000734130555172735,0.012419133822504905,0.0004933080770042761,-0.001225222949297398,0.0024291814807484635
1702926303.0757613,20710.568,-0.0640982646114729,-0.05916978185004847,-0.05515890410872158,-0.0025426030586939686,-0.0019438400919290703,0.0022004332825763897
1702926303.0794466,20710.572,0.024638810827894132,-0.025155837767635164,0.045537955696747595,-0.0018188449738055928,-0.0053403632430604215,0.000911586193665077
1702926303.082974,20710.574,0.0700891089266923,-0.003984807176080306,-0.10745613646759224,-0.00015426910346326943,-0.004178521233606641,0.0020271348653008287
1702926303.0867417,20710.577999999998,0.03713583742260062,0.09331126772779318,-0.0280909814250802,0.0022807054714189916,-0.0021316136894711456,0.0019949560514948258
1702926303.0905879,20710.582,-0.03920716908115806,0.0578888371620274,0.08153167190536884,0.000470344970574291,-0.0010881297139323253,0.001234430637819416
1702926303.094443,20710.586,0.011972208363547955,0.04528435247399329,0.030152276250356484,0.0002589048544724678,-0.0015542318181580297,0.002783743205871763
1702926304.2459583,20711.737999999998,-0.14946370766212488,0.03142535465339822,0.0653336801988685,0.0003294061674213528,0.0017302629536950602,0.0004920300213441233
1702926304.8472106,20712.34,0.0712518227273418,0.0636293671784817,-0.09350421608327035,0.0006620609964043579,-0.0038055057725115025,0.0019634773103936985
1702926304.897349,20712.39,-0.016850291422076835,0.017877376865296935,-0.21932445645388002,5.3967041720941636e-05,-0.0031273442650815836,0.0017276985030069264
1702926304.9007168,20712.392,0.027088966674520574,-0.044415495328757625,-0.1504803511197465,-0.0013995418422810969,-0.0009743351432886534,0.0016411979949242316
