t_wall [s],t_robot [s],F_x [N],F_y [N],F_z [N],T_x [Nm],T_y [Nm],T_z [Nm]
1702926145.8876638,20553.378,0.13895160815485738,0.12112267345194937,0.07722451124255193,0.0005755340088667108,-0.0020758731837894986,-0.0013188408979739245
1702926146.8885455,20554.378,0.21359053293113697,0.12113580933916963,-0.07635440713853997,0.0003425639087645805,-0.005198520779858734,-0.00021341694277335574
1702926147.4891572,20554.98,0.08870527281983398,0.08795943590784677,-0.09546749611350668,-0.0018579869796165817,-0.0020004516672039612,0.0002948887346311572
1702926148.0900178,20555.579999999998,0.05193383480631823,0.0511725201193689,0.042864001784266276,-0.0015175148107020387,-0.0010582309725794845,-0.0007816879821030699
1702926148.6909308,20556.182,0.09044834413767511,0.14994516835858185,-0.06957844812701387,0.0021677927672307316,-0.0007873458859551592,-0.001086851677527661
1702926148.7061734,20556.196,0.17576197978019775,0.12603361739340882,-0.09484633665094751,0.0011089939178001195,-0.00491785266429114,-0.0021336650355581552
1702926148.7094297,20556.2,0.20592569386714712,0.034784533837435,-0.12511277220082942,-0.0011577453152218126,-0.0036239911793479514,-0.0010351279779608463
1702926148.7125666,20556.201999999997,0.16461687878428918,0.19296370773846103,-0.14532386731250319,0.002226540990973946,-0.004285432805158782,-0.0009607500396958115
1702926148.7157416,20556.206,0.20357161255110062,0.07784779837466009,-0.08719357733869858,-0.0017932025097300082,-0.005664815554517855,-0.0007985362272498245
1702926148.7188737,20556.21,0.1420222312469642,0.14913510653532894,0.028169820788485046,0.00032855224611833466,-0.0035784339321794853,-0.0011675267885283183
1702926148.7220168,20556.212,0.07414241819894353,0.11815782591882422,0.028003194880244147,-0.0005018900951563243,-0.0009852999588878311,-0.0015031645234255017
1702926148.725176,20556.216,0.14908783471809994,0.16222441030848944,-0.10331701172088817,0.001510961190103458,-0.0035364066868126404,0.0001980901501595047
1702926148.7283196,20556.218,0.17188030711439517,0.08066290905287296,-0.05254831000032189,-0.0004793823041461574,-0.004274886748013656,-0.0014085065972516573
